date_time,v1,v2,v3,v4,date,time
45315.90626,49.63,34.5,-36,-7.91,1/24/24,21:45:01
45315.90973,49.69,34.25,-36,-7.91,1/24/24,21:50:01
45315.91321,49.69,34.25,-36,-7.91,1/24/24,21:55:01
45315.91668,49.63,34.25,-36,-7.91,1/24/24,22:00:01
45315.92015,49.75,34.25,-36,-7.9,1/24/24,22:05:01
45315.92362,49.75,34.25,-36,-7.94,1/24/24,22:10:01
45315.92709,49.78,34.5,-36,-7.9,1/24/24,22:15:01
45315.93057,49.81,34.25,-36,-7.9,1/24/24,22:20:01
45315.93404,49.84,34.25,-36,-7.94,1/24/24,22:25:01
45315.93751,49.78,34.5,-36,-7.94,1/24/24,22:30:01
45315.94098,49.78,34.5,-36,-7.9,1/24/24,22:35:01
45315.94446,49.81,34.25,-36,-7.9,1/24/24,22:40:01
45315.94793,49.88,34.5,-36,-7.9,1/24/24,22:45:01
45315.9514,49.91,34.25,-36,-7.97,1/24/24,22:50:01
45315.95487,49.91,34.25,-36,-7.9,1/24/24,22:55:01
45315.95834,49.88,34.25,-36,-7.93,1/24/24,23:00:01
45315.96182,49.75,34.25,-36,-7.93,1/24/24,23:05:01
45315.96529,49.88,34.25,-36,-7.93,1/24/24,23:10:01
45315.96876,49.84,34.25,-36,-7.9,1/24/24,23:15:01
45315.97223,49.84,34.25,-36,-7.93,1/24/24,23:20:01
45315.97571,49.97,34.25,-36,-7.93,1/24/24,23:25:01
45315.97918,49.91,34.25,-36,-7.9,1/24/24,23:30:01
45315.98265,49.94,34.25,-36,-7.93,1/24/24,23:35:01
45315.98612,49.97,34.5,-36,-7.9,1/24/24,23:40:01
45315.98959,49.94,34.25,-36,-7.93,1/24/24,23:45:01
45315.99307,49.94,34.25,-36,-7.9,1/24/24,23:50:01
45315.99654,50,34.25,-36,-7.93,1/24/24,23:55:01
45316.00001,49.97,34.25,-36,-7.93,1/25/24,0:00:01
45316.00348,49.94,34.25,-36,-7.93,1/25/24,0:05:01
45316.00696,50,34.5,-36,-7.93,1/25/24,0:10:01
45316.01043,50,34.25,-36,-7.93,1/25/24,0:15:01
45316.0139,50.03,34.25,-36,-7.97,1/25/24,0:20:01
45316.01737,50,34.25,-36,-7.97,1/25/24,0:25:01
45316.02084,50,34.25,-36,-7.97,1/25/24,0:30:01
45316.02432,49.94,34.25,-36,-7.97,1/25/24,0:35:01
45316.02779,49.94,34.25,-36,-7.97,1/25/24,0:40:01
45316.03126,49.91,34.25,-36,-7.97,1/25/24,0:45:01
45316.03473,49.94,34.25,-36,-7.97,1/25/24,0:50:01
45316.03821,49.97,34.25,-36,-7.97,1/25/24,0:55:01
45316.04168,49.97,34.25,-36,-7.97,1/25/24,1:00:01
45316.04515,50.03,34.25,-36,-8,1/25/24,1:05:01
45316.04862,50.03,34.25,-36,-7.97,1/25/24,1:10:01
45316.05209,49.88,34.25,-36,-7.97,1/25/24,1:15:01
45316.05557,49.94,34.5,-36,-7.94,1/25/24,1:20:01
45316.05904,49.91,34.25,-36,-8,1/25/24,1:25:01
45316.06251,49.97,34.25,-36,-7.94,1/25/24,1:30:01
45316.06598,49.94,34.25,-36,-7.94,1/25/24,1:35:01
45316.06946,50,34.25,-36,-7.97,1/25/24,1:40:01
45316.07293,50.03,34.25,-36,-7.94,1/25/24,1:45:01
45316.0764,50.03,34.25,-36,-7.97,1/25/24,1:50:01
45316.07987,50.03,34.25,-36,-7.97,1/25/24,1:55:01
45316.08334,50.09,34.25,-36,-7.97,1/25/24,2:00:01
45316.08682,49.97,34.5,-36,-7.97,1/25/24,2:05:01
45316.09029,49.94,34.25,-36,-7.94,1/25/24,2:10:01
45316.09376,50,34.25,-36,-7.97,1/25/24,2:15:01
45316.09723,50.06,34.25,-36,-7.97,1/25/24,2:20:01
45316.10071,49.94,34.25,-36,-7.97,1/25/24,2:25:01
45316.10418,50,34.25,-36,-7.94,1/25/24,2:30:01
45316.10765,50.03,34.25,-36,-7.94,1/25/24,2:35:01
45316.11112,50.03,34.25,-36,-7.94,1/25/24,2:40:01
45316.11459,49.91,34.25,-36,-7.94,1/25/24,2:45:01
45316.11807,50,34.25,-36,-7.94,1/25/24,2:50:01
45316.12154,49.97,34.25,-36,-7.94,1/25/24,2:55:01
45316.12501,49.91,34.5,-36,-7.94,1/25/24,3:00:01
45316.12848,50,34.25,-36,-7.91,1/25/24,3:05:01
45316.13196,50,34.25,-36,-7.94,1/25/24,3:10:01
45316.13543,49.97,34.25,-36,-7.91,1/25/24,3:15:01
45316.1389,50.03,34.25,-36,-7.91,1/25/24,3:20:01
45316.14237,50,34.5,-36,-7.94,1/25/24,3:25:01
45316.14584,50.03,34.25,-36,-7.91,1/25/24,3:30:01
45316.14932,50,34.25,-36,-7.94,1/25/24,3:35:01
45316.15279,49.97,34.25,-36,-7.94,1/25/24,3:40:01
